"Port","Service","Protocol","Description"
"7007","afs3-bos","tcp","basic overseer process"
"7007","afs3-bos","udp","basic overseer process"
"7008","afs3-update","tcp","server-to-server updater"
"7008","afs3-update","udp","server-to-server updater"
"7009","afs3-rmtsys","tcp","remote cache manager service"
"7009","afs3-rmtsys","udp","remote cache manager service"
"7010","ups-onlinet","tcp","onlinet uninterruptable power supplies"
"7010","ups-onlinet","udp","onlinet uninterruptable power supplies"
"7011","talon-disc","tcp","Talon Discovery Port"
"7011","talon-disc","udp","Talon Discovery Port"
"7012","talon-engine","tcp","Talon Engine"
"7012","talon-engine","udp","Talon Engine"
"7013","microtalon-dis","tcp","Microtalon Discovery"
"7013","microtalon-dis","udp","Microtalon Discovery"
"7014","microtalon-com","tcp","Microtalon Communications"
"7014","microtalon-com","udp","Microtalon Communications"
"7015","talon-webserver","tcp","Talon Webserver"
"7015","talon-webserver","udp","Talon Webserver"
"7016","spg","tcp","SPG Controls Carrier"
"7016","spg","udp","SPG Controls Carrier"
"7017","grasp","tcp","GeneRic Autonomic Signaling Protocol 
    (TEMPORARY - registered 2017-04-28, expires 2018-04-28)"
"7017","grasp","udp","GeneRic Autonomic Signaling Protocol 
    (TEMPORARY - registered 2017-04-28, expires 2018-04-28)"
"7018","fisa-svc","tcp","FISA Service"
"7018","","udp","Reserved"
"7019","doceri-ctl","tcp","doceri drawing service control"
"7019","doceri-view","udp","doceri drawing service screen view"
"7020","dpserve","tcp","DP Serve"
"7020","dpserve","udp","DP Serve"
"7021","dpserveadmin","tcp","DP Serve Admin"
"7021","dpserveadmin","udp","DP Serve Admin"
"7022","ctdp","tcp","CT Discovery Protocol"
"7022","ctdp","udp","CT Discovery Protocol"
"7023","ct2nmcs","tcp","Comtech T2 NMCS"
"7023","ct2nmcs","udp","Comtech T2 NMCS"
"7024","vmsvc","tcp","Vormetric service"
"7024","vmsvc","udp","Vormetric service"
"7025","vmsvc-2","tcp","Vormetric Service II"
"7025","vmsvc-2","udp","Vormetric Service II"
"7026-7029","","","Unassigned"
"7030","op-probe","tcp","ObjectPlanet probe"
"7030","op-probe","udp","ObjectPlanet probe"
"7031","iposplanet","tcp","IPOSPLANET retailing multi devices protocol"
"7031","","udp","Reserved"
"7032-7039","","","Unassigned"
"7040","","tcp","Reserved"
"7040","quest-disc","udp","Quest application level network service discovery"
"7041-7069","","","Unassigned"
"7070","arcp","tcp","ARCP"
"7070","arcp","udp","ARCP"
"7071","iwg1","tcp","IWGADTS Aircraft Housekeeping Message"
"7071","iwg1","udp","IWGADTS Aircraft Housekeeping Message"
"7072","","","Unassigned"
"7073","martalk","tcp","MarTalk protocol"
"7073","","udp","Reserved"
"7074-7079","","","Unassigned"
"7080","empowerid","tcp","EmpowerID Communication"
"7080","empowerid","udp","EmpowerID Communication"
"7081-7087","","","Unassigned"
"7088","","tcp","Reserved"
"7088","zixi-transport","udp","Zixi live video transport protocol"
"7089-7094","","","Unassigned"
"7095","jdp-disc","udp","Java Discovery Protocol"
"7095","","tcp","Reserved"
"7096-7098","","","Unassigned"
"7099","lazy-ptop","tcp","lazy-ptop"
"7099","lazy-ptop","udp","lazy-ptop"
"7100","font-service","tcp","X Font Service"
"7100","font-service","udp","X Font Service"
"7101","elcn","tcp","Embedded Light Control Network"
"7101","elcn","udp","Embedded Light Control Network"
"7102-7106","","","Unassigned"
"7107","","tcp","Reserved"
"7107","aes-x170","udp","AES-X170"
"7108-7116","","","Unassigned"
"7117","rothaga","tcp","Encrypted chat and file transfer service"
"7117","","udp","Reserved"
"7118-7120","","","Unassigned"
"7121","virprot-lm","tcp","Virtual Prototypes License Manager"
"7121","virprot-lm","udp","Virtual Prototypes License Manager"
"7122-7127","","","Unassigned"
"7128","scenidm","tcp","intelligent data manager"
"7128","scenidm","udp","intelligent data manager"
"7129","scenccs","tcp","Catalog Content Search"
"7129","scenccs","udp","Catalog Content Search"
"7130-7160","","","Unassigned"
"7161","cabsm-comm","tcp","CA BSM Comm"
"7161","cabsm-comm","udp","CA BSM Comm"
"7162","caistoragemgr","tcp","CA Storage Manager"
"7162","caistoragemgr","udp","CA Storage Manager"
"7163","cacsambroker","tcp","CA Connection Broker"
"7163","cacsambroker","udp","CA Connection Broker"
"7164","fsr","tcp","File System Repository Agent"
"7164","fsr","udp","File System Repository Agent"
"7165","doc-server","tcp","Document WCF Server"
"7165","doc-server","udp","Document WCF Server"
"7166","aruba-server","tcp","Aruba eDiscovery Server"
"7166","aruba-server","udp","Aruba eDiscovery Server"
"7167","casrmagent","tcp","CA SRM Agent"
"7167","","udp","Reserved"
"7168","cnckadserver","tcp","cncKadServer DB & Inventory Services"
"7168","","udp","Reserved"
"7169","ccag-pib","tcp","Consequor Consulting Process Integration Bridge"
"7169","ccag-pib","udp","Consequor Consulting Process Integration Bridge"
"7170","nsrp","tcp","Adaptive Name/Service Resolution"
"7170","nsrp","udp","Adaptive Name/Service Resolution"
"7171","drm-production","tcp","Discovery and Retention Mgt Production"
"7171","drm-production","udp","Discovery and Retention Mgt Production"
"7172","metalbend","tcp","Port used for MetalBend programmable interface"
"7172","","udp","Reserved"
"7173","zsecure","tcp","zSecure Server"
"7173","","udp","Reserved"
"7174","clutild","tcp","Clutild"
"7174","clutild","udp","Clutild"
"7175-7180","","","Unassigned"
"7181","janus-disc","udp","Janus Guidewire Enterprise Discovery Service Bus"
"7181","","tcp","Reserved"
"7182-7199","","","Unassigned"
"7200","fodms","tcp","FODMS FLIP"
"7200","fodms","udp","FODMS FLIP"
"7201","dlip","tcp","DLIP"
"7201","dlip","udp","DLIP"
"7202","pon-ictp","tcp","Inter-Channel Termination Protocol (ICTP) for multi-wavelength PON
    (Passive Optical Network) systems"
"7702","","udp","Reserved"
"7203-7214","","","Unassigned"
"7215","PS-Server","tcp","Communication ports for PaperStream Server services"
"7215","","udp","Reserved"
"7216","PS-Capture-Pro","tcp","PaperStream Capture Professional"
"7216","","udp","Reserved"
"7217-7226","","","Unassigned"
"7227","ramp","tcp","Registry A & M Protocol"
"7227","ramp","udp","Registry A $ M Protocol"
"7228","citrixupp","tcp","Citrix Universal Printing Port"
"7228","","udp","Reserved"
"7229","citrixuppg","tcp","Citrix UPP Gateway"
"7229","","udp","Reserved"
"7230-7234","","","Unassigned"
"7235","aspcoordination","udp","ASP Coordination Protocol"
"7235","","tcp","Reserved"
"7236","display","tcp","Wi-Fi Alliance Wi-Fi Display Protocol"
"7236","","udp","Reserved"
"7237","pads","tcp","PADS (Public Area Display System) Server"
"7237","","udp","Reserved"
"7238-7243","","","Unassigned"
"7244","frc-hicp","tcp","FrontRow Calypso Human Interface Control Protocol"
"7244","frc-hicp-disc","udp","FrontRow Calypso Human Interface Control Protocol"
"7245-7261","","","Unassigned"
"7262","cnap","tcp","Calypso Network Access Protocol"
"7262","cnap","udp","Calypso Network Access Protocol"
"7263-7271","","","Unassigned"
"7272","watchme-7272","tcp","WatchMe Monitoring 7272"
"7272","watchme-7272","udp","WatchMe Monitoring 7272"
"7273","oma-rlp","tcp","OMA Roaming Location"
"7273","oma-rlp","udp","OMA Roaming Location"
"7274","oma-rlp-s","tcp","OMA Roaming Location SEC"
"7274","oma-rlp-s","udp","OMA Roaming Location SEC"
"7275","oma-ulp","tcp","OMA UserPlane Location"
"7275","oma-ulp","udp","OMA UserPlane Location"
"7276","oma-ilp","tcp","OMA Internal Location Protocol"
"7276","oma-ilp","udp","OMA Internal Location Protocol"
"7277","oma-ilp-s","tcp","OMA Internal Location Secure Protocol"
"7277","oma-ilp-s","udp","OMA Internal Location Secure Protocol"
"7278","oma-dcdocbs","tcp","OMA Dynamic Content Delivery over CBS"
"7278","oma-dcdocbs","udp","OMA Dynamic Content Delivery over CBS"
"7279","ctxlic","tcp","Citrix Licensing"
"7279","ctxlic","udp","Citrix Licensing"
"7280","itactionserver1","tcp","ITACTIONSERVER 1"
"7280","itactionserver1","udp","ITACTIONSERVER 1"
"7281","itactionserver2","tcp","ITACTIONSERVER 2"
"7281","itactionserver2","udp","ITACTIONSERVER 2"
"7282","mzca-action","tcp","eventACTION/ussACTION (MZCA) server"
"7282","mzca-alert","udp","eventACTION/ussACTION (MZCA) alert"
"7283","genstat","tcp","General Statistics Rendezvous Protocol"
"7283","","udp","Reserved"
"7284-7299","","","Unassigned"
"7300-7359","swx","","The Swiss Exchange"
"7360-7364","","","Unassigned"
"7365","lcm-server","tcp","LifeKeeper Communications"
"7365","lcm-server","udp","LifeKeeper Communications"
"7366-7390","","","Unassigned"
"7391","mindfilesys","tcp","mind-file system server"
"7391","mindfilesys","udp","mind-file system server"
"7392","mrssrendezvous","tcp","mrss-rendezvous server"
"7392","mrssrendezvous","udp","mrss-rendezvous server"
"7393","nfoldman","tcp","nFoldMan Remote Publish"
"7393","nfoldman","udp","nFoldMan Remote Publish"
"7394","fse","tcp","File system export of backup images"
"7394","fse","udp","File system export of backup images"
"7395","winqedit","tcp","winqedit"
"7395","winqedit","udp","winqedit"
"7396","","","Unassigned"
"7397","hexarc","tcp","Hexarc Command Language"
"7397","hexarc","udp","Hexarc Command Language"
"7398-7399","","","Unassigned"
"7400","rtps-discovery","tcp","RTPS Discovery"
"7400","rtps-discovery","udp","RTPS Discovery"
"7401","rtps-dd-ut","tcp","RTPS Data-Distribution User-Traffic"
"7401","rtps-dd-ut","udp","RTPS Data-Distribution User-Traffic"
"7402","rtps-dd-mt","tcp","RTPS Data-Distribution Meta-Traffic"
"7402","rtps-dd-mt","udp","RTPS Data-Distribution Meta-Traffic"
"7403-7409","","","Unassigned"
"7410","ionixnetmon","tcp","Ionix Network Monitor"
"7410","ionixnetmon","udp","Ionix Network Monitor"
"7411","daqstream","tcp","Streaming of measurement data"
"7411","daqstream","udp","Streaming of measurement data"
"7412-7420","","","Unassigned"
"7421","mtportmon","tcp","Matisse Port Monitor"
"7421","mtportmon","udp","Matisse Port Monitor"
"7422-7425","","","Unassigned"
"7426","pmdmgr","tcp","OpenView DM Postmaster Manager"
"7426","pmdmgr","udp","OpenView DM Postmaster Manager"
"7427","oveadmgr","tcp","OpenView DM Event Agent Manager"
"7427","oveadmgr","udp","OpenView DM Event Agent Manager"
"7428","ovladmgr","tcp","OpenView DM Log Agent Manager"
"7428","ovladmgr","udp","OpenView DM Log Agent Manager"
"7429","opi-sock","tcp","OpenView DM rqt communication"
"7429","opi-sock","udp","OpenView DM rqt communication"
"7430","xmpv7","tcp","OpenView DM xmpv7 api pipe"
"7430","xmpv7","udp","OpenView DM xmpv7 api pipe"
"7431","pmd","tcp","OpenView DM ovc/xmpv3 api pipe"
"7431","pmd","udp","OpenView DM ovc/xmpv3 api pipe"
"7432-7436","","","Unassigned"
"7437","faximum","tcp","Faximum"
"7437","faximum","udp","Faximum"
"7438-7442","","","Unassigned"
"7443","oracleas-https","tcp","Oracle Application Server HTTPS"
"7443","oracleas-https","udp","Oracle Application Server HTTPS"
"7444-7470","","","Unassigned"
"7471","sttunnel","tcp","Stateless Transport Tunneling Protocol"
"7471","","udp","Reserved"
"7472","","","Unassigned"
"7473","rise","tcp","Rise: The Vieneo Province"
"7473","rise","udp","Rise: The Vieneo Province"
"7474","neo4j","tcp","Neo4j Graph Database"
"7474","","udp","Reserved"
"7475-7477","","","Unassigned"
"7478","openit","tcp","IT Asset Management"
"7478","","udp","Reserved"
"7479-7490","","","Unassigned"
"7491","telops-lmd","tcp","telops-lmd"
"7491","telops-lmd","udp","telops-lmd"
"7492-7499","","","Unassigned"
"7500","silhouette","tcp","Silhouette User"
"7500","silhouette","udp","Silhouette User"
"7501","ovbus","tcp","HP OpenView Bus Daemon"
"7501","ovbus","udp","HP OpenView Bus Daemon"
"7502-7507","","","Unassigned"
"7508","adcp","tcp","Automation Device Configuration Protocol"
"7508","","udp","Reserved"
"7509","acplt","tcp","ACPLT - process automation service"
"7509","","udp","Reserved"
"7510","ovhpas","tcp","HP OpenView Application Server"
"7510","ovhpas","udp","HP OpenView Application Server"
"7511","pafec-lm","tcp","pafec-lm"
"7511","pafec-lm","udp","pafec-lm"
"7512-7541","","","Unassigned"
"7542","saratoga","tcp","Saratoga Transfer Protocol"
"7542","saratoga","udp","Saratoga Transfer Protocol"
"7543","atul","tcp","atul server"
"7543","atul","udp","atul server"
"7544","nta-ds","tcp","FlowAnalyzer DisplayServer"
"7544","nta-ds","udp","FlowAnalyzer DisplayServer"
"7545","nta-us","tcp","FlowAnalyzer UtilityServer"
"7545","nta-us","udp","FlowAnalyzer UtilityServer"
"7546","cfs","tcp","Cisco Fabric service"
"7546","cfs","udp","Cisco Fabric service"
"7547","cwmp","tcp","DSL Forum CWMP"
"7547","cwmp","udp","DSL Forum CWMP"
"7548","tidp","tcp","Threat Information Distribution Protocol"
"7548","tidp","udp","Threat Information Distribution Protocol"
"7549","nls-tl","tcp","Network Layer Signaling Transport Layer"
"7549","nls-tl","udp","Network Layer Signaling Transport Layer"
"7550","","tcp","Reserved"
"7550","cloudsignaling","udp","Cloud Signaling Service"
"7551","controlone-con","tcp","ControlONE Console signaling"
"7551","","udp","Reserved"
"7552-7559","","","Unassigned"
"7560","sncp","tcp","Sniffer Command Protocol"
"7560","sncp","udp","Sniffer Command Protocol"
"7561-7562","","","Unassigned"
"7563","cfw","tcp","Control Framework"
"7563","","udp","Reserved"
"7564-7565","","","Unassigned"
"7566","vsi-omega","tcp","VSI Omega"
"7566","vsi-omega","udp","VSI Omega"
"7567-7568","","","Unassigned"
"7569","dell-eql-asm","tcp","Dell EqualLogic Host Group Management"
"7569","","udp","Reserved"
"7570","aries-kfinder","tcp","Aries Kfinder"
"7570","aries-kfinder","udp","Aries Kfinder"
"7571-7573","","","Unassigned"
"7574","coherence","tcp","Oracle Coherence Cluster Service"
"7574","coherence-disc","udp","Oracle Coherence Cluster discovery service"
"7575-7587","","","Unassigned"
"7588","sun-lm","tcp","Sun License Manager"
"7588","sun-lm","udp","Sun License Manager"
"7589-7605","","","Unassigned"
"7606","mipi-debug","tcp","MIPI Alliance Debug"
"7606","mipi-debug","udp","MIPI Alliance Debug"
"7607-7623","","","Unassigned"
"7624","indi","tcp","Instrument Neutral Distributed Interface"
"7624","indi","udp","Instrument Neutral Distributed Interface"
"7625","","","Unassigned"
"7626","simco","tcp","SImple Middlebox COnfiguration (SIMCO) Server"
"7626","","udp","De-registered"
"7626","simco","sctp","SImple Middlebox COnfiguration (SIMCO)"
"7627","soap-http","tcp","SOAP Service Port"
"7627","soap-http","udp","SOAP Service Port"
"7628","zen-pawn","tcp","Primary Agent Work Notification"
"7628","zen-pawn","udp","Primary Agent Work Notification"
"7629","xdas","tcp","OpenXDAS Wire Protocol"
"7629","xdas","udp","OpenXDAS Wire Protocol"
"7630","hawk","tcp","HA Web Konsole"
"7630","","udp","Reserved"
"7631","tesla-sys-msg","tcp","TESLA System Messaging"
"7631","","udp","Reserved"
"7632","","","Unassigned"
"7633","pmdfmgt","tcp","PMDF Management"
"7633","pmdfmgt","udp","PMDF Management"
"7634-7647","","","Unassigned"
"7648","cuseeme","tcp","bonjour-cuseeme"
"7648","cuseeme","udp","bonjour-cuseeme"
"7649-7671","","","Unassigned"
"7672","imqstomp","tcp","iMQ STOMP Server"
"7672","","udp","Reserved"
"7673","imqstomps","tcp","iMQ STOMP Server over SSL"
"7673","","udp","Reserved"
"7674","imqtunnels","tcp","iMQ SSL tunnel"
"7674","imqtunnels","udp","iMQ SSL tunnel"
"7675","imqtunnel","tcp","iMQ Tunnel"
"7675","imqtunnel","udp","iMQ Tunnel"
"7676","imqbrokerd","tcp","iMQ Broker Rendezvous"
"7676","imqbrokerd","udp","iMQ Broker Rendezvous"
"7677","sun-user-https","tcp","Sun App Server - HTTPS"
"7677","sun-user-https","udp","Sun App Server - HTTPS"
"7678-7679","","","Unassigned"
"7680","pando-pub","tcp","Pando Media Public Distribution"
"7680","pando-pub","udp","Pando Media Public Distribution"
"7681-7682","","","Unassigned"
"7683","dmt","tcp","Cleondris DMT"
"7683","","udp","Reserved"
"7684-7686","","","Unassigned"
"7687","bolt","tcp","Bolt database connection"
"7687","","udp","Reserved"
"7688","","","Unassigned"
"7689","collaber","tcp","Collaber Network Service"
"7689","collaber","udp","Collaber Network Service"
"7690-7696","","","Unassigned"
"7697","klio","tcp","KLIO communications"
"7697","klio","udp","KLIO communications"
"7698-7699","","","Unassigned"
"7700","em7-secom","tcp","EM7 Secure Communications"
"7700","","udp","Reserved"
"7701","","tcp","Reserved"
"7701","","udp","Reserved"
"7701","nfapi","sctp","SCF nFAPI defining MAC/PHY split"
"7702-7706","","","Unassigned"
"7707","sync-em7","tcp","EM7 Dynamic Updates"
"7707","sync-em7","udp","EM7 Dynamic Updates"
"7708","scinet","tcp","scientia.net"
"7708","scinet","udp","scientia.net"
"7709-7719","","","Unassigned"
"7720","medimageportal","tcp","MedImage Portal"
"7720","medimageportal","udp","MedImage Portal"
"7721-7723","","","Unassigned"
"7724","nsdeepfreezectl","tcp","Novell Snap-in Deep Freeze Control"
"7724","nsdeepfreezectl","udp","Novell Snap-in Deep Freeze Control"
"7725","nitrogen","tcp","Nitrogen Service"
"7725","nitrogen","udp","Nitrogen Service"
"7726","freezexservice","tcp","FreezeX Console Service"
"7726","freezexservice","udp","FreezeX Console Service"
"7727","trident-data","tcp","Trident Systems Data"
"7727","trident-data","udp","Trident Systems Data"
"7728","osvr","tcp","Open-Source Virtual Reality"
"7728","osvr","udp","Open-Source Virtual Reality"
"7728","osvr","sctp","Open-Source Virtual Reality"
"7729-7733","","","Unassigned"
"7734","smip","tcp","Smith Protocol over IP"
"7734","smip","udp","Smith Protocol over IP"
"7735-7737","","","Unassigned"
