ErrorString,ExitCode,Hex Value,Description,
ERROR_IPSEC_IKE_REQUIRE_CP_PAYLOAD_MISSING,13900,0x364C,Require configuration payload missing.,
ERROR_IPSEC_KEY_MODULE_IMPERSONATION_NEGOTIATION_PENDING,13901,0x364D,A negotiation running as the security principle who issued the connection is in progress.,
ERROR_IPSEC_IKE_COEXISTENCE_SUPPRESS,13902,0x364E,SA was deleted due to IKEv1/AuthIP co-existence suppress check.,
ERROR_IPSEC_IKE_RATELIMIT_DROP,13903,0x364F,Incoming SA request was dropped due to peer IP address rate limiting.,
ERROR_IPSEC_IKE_PEER_DOESNT_SUPPORT_MOBIKE,13904,0x3650,Peer does not support MOBIKE.,
ERROR_IPSEC_IKE_AUTHORIZATION_FAILURE,13905,0x3651,SA establishment is not authorized.,
ERROR_IPSEC_IKE_STRONG_CRED_AUTHORIZATION_FAILURE,13906,0x3652,SA establishment is not authorized because there is not a sufficiently strong PKINIT-based credential.,
ERROR_IPSEC_IKE_AUTHORIZATION_FAILURE_WITH_OPTIONAL_RETRY,13907,0x3653,SA establishment is not authorized. You may need to enter updated or different credentials such as a smartcard.,
ERROR_IPSEC_IKE_STRONG_CRED_AUTHORIZATION_AND_CERTMAP_FAILURE,13908,0x3654,SA establishment is not authorized because there is not a sufficiently strong PKINIT-based credential. This might be related to certificate-to-account mapping failure for the SA.,
ERROR_IPSEC_IKE_NEG_STATUS_EXTENDED_END,13909,0x3655,ERROR_IPSEC_IKE_NEG_STATUS_EXTENDED_END,
ERROR_IPSEC_BAD_SPI,13910,0x3656,The SPI in the packet does not match a valid IPsec SA.,
ERROR_IPSEC_SA_LIFETIME_EXPIRED,13911,0x3657,Packet was received on an IPsec SA whose lifetime has expired.,
ERROR_IPSEC_WRONG_SA,13912,0x3658,Packet was received on an IPsec SA that does not match the packet characteristics.,
ERROR_IPSEC_REPLAY_CHECK_FAILED,13913,0x3659,Packet sequence number replay check failed.,
ERROR_IPSEC_INVALID_PACKET,13914,0x365A,IPsec header and/or trailer in the packet is invalid.,
ERROR_IPSEC_INTEGRITY_CHECK_FAILED,13915,0x365B,IPsec integrity check failed.,
ERROR_IPSEC_CLEAR_TEXT_DROP,13916,0x365C,IPsec dropped a clear text packet.,
ERROR_IPSEC_AUTH_FIREWALL_DROP,13917,0x365D,IPsec dropped an incoming ESP packet in authenticated firewall mode. This drop is benign.,
ERROR_IPSEC_THROTTLE_DROP,13918,0x365E,IPsec dropped a packet due to DoS throttling.,
ERROR_IPSEC_DOSP_BLOCK,13925,0x3665,IPsec DoS Protection matched an explicit block rule.,
ERROR_IPSEC_DOSP_RECEIVED_MULTICAST,13926,0x3666,IPsec DoS Protection received an IPsec specific multicast packet which is not allowed.,
ERROR_IPSEC_DOSP_INVALID_PACKET,13927,0x3667,IPsec DoS Protection received an incorrectly formatted packet.,
ERROR_IPSEC_DOSP_STATE_LOOKUP_FAILED,13928,0x3668,IPsec DoS Protection failed to look up state.,
ERROR_IPSEC_DOSP_MAX_ENTRIES,13929,0x3669,IPsec DoS Protection failed to create state because the maximum number of entries allowed by policy has been reached.,
ERROR_IPSEC_DOSP_KEYMOD_NOT_ALLOWED,13930,0x366A,IPsec DoS Protection received an IPsec negotiation packet for a keying module which is not allowed by policy.,
ERROR_IPSEC_DOSP_NOT_INSTALLED,13931,0x366B,IPsec DoS Protection has not been enabled.,
ERROR_IPSEC_DOSP_MAX_PER_IP_RATELIMIT_QUEUES,13932,0x366C,IPsec DoS Protection failed to create a per internal IP rate limit queue because the maximum number of queues allowed by policy has been reached.,
ERROR_SXS_SECTION_NOT_FOUND,14000,0x36B0,The requested section was not present in the activation context.,
ERROR_SXS_CANT_GEN_ACTCTX,14001,0x36B1,The application has failed to start because its side-by-side configuration is incorrect. Please see the application event log or use the command-line sxstrace.exe tool for more detail.,
ERROR_SXS_INVALID_ACTCTXDATA_FORMAT,14002,0x36B2,The application binding data format is invalid.,
ERROR_SXS_ASSEMBLY_NOT_FOUND,14003,0x36B3,The referenced assembly is not installed on your system.,
ERROR_SXS_MANIFEST_FORMAT_ERROR,14004,0x36B4,The manifest file does not begin with the required tag and format information.,
ERROR_SXS_MANIFEST_PARSE_ERROR,14005,0x36B5,The manifest file contains one or more syntax errors.,
ERROR_SXS_ACTIVATION_CONTEXT_DISABLED,14006,0x36B6,The application attempted to activate a disabled activation context.,
ERROR_SXS_KEY_NOT_FOUND,14007,0x36B7,The requested lookup key was not found in any active activation context.,
ERROR_SXS_VERSION_CONFLICT,14008,0x36B8,A component version required by the application conflicts with another component version already active.,
ERROR_SXS_WRONG_SECTION_TYPE,14009,0x36B9,The type requested activation context section does not match the query API used.,
ERROR_SXS_THREAD_QUERIES_DISABLED,14010,0x36BA,Lack of system resources has required isolated activation to be disabled for the current thread of execution.,
ERROR_SXS_PROCESS_DEFAULT_ALREADY_SET,14011,0x36BB,An attempt to set the process default activation context failed because the process default activation context was already set.,
ERROR_SXS_UNKNOWN_ENCODING_GROUP,14012,0x36BC,The encoding group identifier specified is not recognized.,
ERROR_SXS_UNKNOWN_ENCODING,14013,0x36BD,The encoding requested is not recognized.,
ERROR_SXS_INVALID_XML_NAMESPACE_URI,14014,0x36BE,The manifest contains a reference to an invalid URI.,
ERROR_SXS_ROOT_MANIFEST_DEPENDENCY_NOT_INSTALLED,14015,0x36BF,The application manifest contains a reference to a dependent assembly which is not installed.,
ERROR_SXS_LEAF_MANIFEST_DEPENDENCY_NOT_INSTALLED,14016,0x36C0,The manifest for an assembly used by the application has a reference to a dependent assembly which is not installed.,
ERROR_SXS_INVALID_ASSEMBLY_IDENTITY_ATTRIBUTE,14017,0x36C1,The manifest contains an attribute for the assembly identity which is not valid.,
ERROR_SXS_MANIFEST_MISSING_REQUIRED_DEFAULT_NAMESPACE,14018,0x36C2,The manifest is missing the required default namespace specification on the assembly element.,
ERROR_SXS_MANIFEST_INVALID_REQUIRED_DEFAULT_NAMESPACE,14019,0x36C3,"The manifest has a default namespace specified on the assembly element but its value is not ""urn:schemas-microsoft-com:asm.v1"".",
ERROR_SXS_PRIVATE_MANIFEST_CROSS_PATH_WITH_REPARSE_POINT,14020,0x36C4,The private manifest probed has crossed a path with an unsupported reparse point.,
ERROR_SXS_DUPLICATE_DLL_NAME,14021,0x36C5,Two or more components referenced directly or indirectly by the application manifest have files by the same name.,
ERROR_SXS_DUPLICATE_WINDOWCLASS_NAME,14022,0x36C6,Two or more components referenced directly or indirectly by the application manifest have window classes with the same name.,
ERROR_SXS_DUPLICATE_CLSID,14023,0x36C7,Two or more components referenced directly or indirectly by the application manifest have the same COM server CLSIDs.,
ERROR_SXS_DUPLICATE_IID,14024,0x36C8,Two or more components referenced directly or indirectly by the application manifest have proxies for the same COM interface IIDs.,
ERROR_SXS_DUPLICATE_TLBID,14025,0x36C9,Two or more components referenced directly or indirectly by the application manifest have the same COM type library TLBIDs.,
ERROR_SXS_DUPLICATE_PROGID,14026,0x36CA,Two or more components referenced directly or indirectly by the application manifest have the same COM ProgIDs.,
ERROR_SXS_DUPLICATE_ASSEMBLY_NAME,14027,0x36CB,Two or more components referenced directly or indirectly by the application manifest are different versions of the same component which is not permitted.,
ERROR_SXS_FILE_HASH_MISMATCH,14028,0x36CC,A component's file does not match the verification information present in the component manifest.,
ERROR_SXS_POLICY_PARSE_ERROR,14029,0x36CD,The policy manifest contains one or more syntax errors.,
ERROR_SXS_XML_E_MISSINGQUOTE,14030,0x36CE,"Manifest Parse Error : A string literal was expected, but no opening quote character was found.",
ERROR_SXS_XML_E_COMMENTSYNTAX,14031,0x36CF,Manifest Parse Error : Incorrect syntax was used in a comment.,
ERROR_SXS_XML_E_BADSTARTNAMECHAR,14032,0x36D0,Manifest Parse Error : A name was started with an invalid character.,
ERROR_SXS_XML_E_BADNAMECHAR,14033,0x36D1,Manifest Parse Error : A name contained an invalid character.,
ERROR_SXS_XML_E_BADCHARINSTRING,14034,0x36D2,Manifest Parse Error : A string literal contained an invalid character.,
ERROR_SXS_XML_E_XMLDECLSYNTAX,14035,0x36D3,Manifest Parse Error : Invalid syntax for an xml declaration.,
ERROR_SXS_XML_E_BADCHARDATA,14036,0x36D4,Manifest Parse Error : An Invalid character was found in text content.,
ERROR_SXS_XML_E_MISSINGWHITESPACE,14037,0x36D5,Manifest Parse Error : Required white space was missing.,
ERROR_SXS_XML_E_EXPECTINGTAGEND,14038,0x36D6,Manifest Parse Error : The character '>' was expected.,
ERROR_SXS_XML_E_MISSINGSEMICOLON,14039,0x36D7,Manifest Parse Error : A semi colon character was expected.,
ERROR_SXS_XML_E_UNBALANCEDPAREN,14040,0x36D8,Manifest Parse Error : Unbalanced parentheses.,
ERROR_SXS_XML_E_INTERNALERROR,14041,0x36D9,Manifest Parse Error : Internal error.,
ERROR_SXS_XML_E_UNEXPECTED_WHITESPACE,14042,0x36DA,Manifest Parse Error : Whitespace is not allowed at this location.,
ERROR_SXS_XML_E_INCOMPLETE_ENCODING,14043,0x36DB,Manifest Parse Error : End of file reached in invalid state for current encoding.,
ERROR_SXS_XML_E_MISSING_PAREN,14044,0x36DC,Manifest Parse Error : Missing parenthesis.,
ERROR_SXS_XML_E_EXPECTINGCLOSEQUOTE,14045,0x36DD,"Manifest Parse Error : A single or double closing quote character (\' or \"") is missing.",
ERROR_SXS_XML_E_MULTIPLE_COLONS,14046,0x36DE,Manifest Parse Error : Multiple colons are not allowed in a name.,
ERROR_SXS_XML_E_INVALID_DECIMAL,14047,0x36DF,Manifest Parse Error : Invalid character for decimal digit.,
ERROR_SXS_XML_E_INVALID_HEXIDECIMAL,14048,0x36E0,Manifest Parse Error : Invalid character for hexadecimal digit.,
ERROR_SXS_XML_E_INVALID_UNICODE,14049,0x36E1,Manifest Parse Error : Invalid unicode character value for this platform.,
ERROR_SXS_XML_E_WHITESPACEORQUESTIONMARK,14050,0x36E2,Manifest Parse Error : Expecting whitespace or '?'.,
ERROR_SXS_XML_E_UNEXPECTEDENDTAG,14051,0x36E3,Manifest Parse Error : End tag was not expected at this location.,
ERROR_SXS_XML_E_UNCLOSEDTAG,14052,0x36E4,Manifest Parse Error : The following tags were not closed: %1.,
ERROR_SXS_XML_E_DUPLICATEATTRIBUTE,14053,0x36E5,Manifest Parse Error : Duplicate attribute.,
ERROR_SXS_XML_E_MULTIPLEROOTS,14054,0x36E6,Manifest Parse Error : Only one top level element is allowed in an XML document.,
ERROR_SXS_XML_E_INVALIDATROOTLEVEL,14055,0x36E7,Manifest Parse Error : Invalid at the top level of the document.,
ERROR_SXS_XML_E_BADXMLDECL,14056,0x36E8,Manifest Parse Error : Invalid xml declaration.,
ERROR_SXS_XML_E_MISSINGROOT,14057,0x36E9,Manifest Parse Error : XML document must have a top level element.,
ERROR_SXS_XML_E_UNEXPECTEDEOF,14058,0x36EA,Manifest Parse Error : Unexpected end of file.,
ERROR_SXS_XML_E_BADPEREFINSUBSET,14059,0x36EB,Manifest Parse Error : Parameter entities cannot be used inside markup declarations in an internal subset.,
ERROR_SXS_XML_E_UNCLOSEDSTARTTAG,14060,0x36EC,Manifest Parse Error : Element was not closed.,
ERROR_SXS_XML_E_UNCLOSEDENDTAG,14061,0x36ED,Manifest Parse Error : End element was missing the character '>'.,
ERROR_SXS_XML_E_UNCLOSEDSTRING,14062,0x36EE,Manifest Parse Error : A string literal was not closed.,
ERROR_SXS_XML_E_UNCLOSEDCOMMENT,14063,0x36EF,Manifest Parse Error : A comment was not closed.,
ERROR_SXS_XML_E_UNCLOSEDDECL,14064,0x36F0,Manifest Parse Error : A declaration was not closed.,
ERROR_SXS_XML_E_UNCLOSEDCDATA,14065,0x36F1,Manifest Parse Error : A CDATA section was not closed.,
ERROR_SXS_XML_E_RESERVEDNAMESPACE,14066,0x36F2,"Manifest Parse Error : The namespace prefix is not allowed to start with the reserved string ""xml"".",
ERROR_SXS_XML_E_INVALIDENCODING,14067,0x36F3,Manifest Parse Error : System does not support the specified encoding.,
ERROR_SXS_XML_E_INVALIDSWITCH,14068,0x36F4,Manifest Parse Error : Switch from current encoding to specified encoding not supported.,
ERROR_SXS_XML_E_BADXMLCASE,14069,0x36F5,Manifest Parse Error : The name 'xml' is reserved and must be lower case.,
ERROR_SXS_XML_E_INVALID_STANDALONE,14070,0x36F6,Manifest Parse Error : The standalone attribute must have the value 'yes' or 'no'.,
ERROR_SXS_XML_E_UNEXPECTED_STANDALONE,14071,0x36F7,Manifest Parse Error : The standalone attribute cannot be used in external entities.,
ERROR_SXS_XML_E_INVALID_VERSION,14072,0x36F8,Manifest Parse Error : Invalid version number.,
ERROR_SXS_XML_E_MISSINGEQUALS,14073,0x36F9,Manifest Parse Error : Missing equals sign between attribute and attribute value.,
ERROR_SXS_PROTECTION_RECOVERY_FAILED,14074,0x36FA,Assembly Protection Error : Unable to recover the specified assembly.,
ERROR_SXS_PROTECTION_PUBLIC_KEY_TOO_SHORT,14075,0x36FB,Assembly Protection Error : The public key for an assembly was too short to be allowed.,
ERROR_SXS_PROTECTION_CATALOG_NOT_VALID,14076,0x36FC,"Assembly Protection Error : The catalog for an assembly is not valid, or does not match the assembly's manifest.",
ERROR_SXS_UNTRANSLATABLE_HRESULT,14077,0x36FD,An HRESULT could not be translated to a corresponding Win32 error code.,
ERROR_SXS_PROTECTION_CATALOG_FILE_MISSING,14078,0x36FE,Assembly Protection Error : The catalog for an assembly is missing.,
ERROR_SXS_MISSING_ASSEMBLY_IDENTITY_ATTRIBUTE,14079,0x36FF,The supplied assembly identity is missing one or more attributes which must be present in this context.,
ERROR_SXS_INVALID_ASSEMBLY_IDENTITY_ATTRIBUTE_NAME,14080,0x3700,The supplied assembly identity has one or more attribute names that contain characters not permitted in XML names.,
ERROR_SXS_ASSEMBLY_MISSING,14081,0x3701,The referenced assembly could not be found.,
ERROR_SXS_CORRUPT_ACTIVATION_STACK,14082,0x3702,The activation context activation stack for the running thread of execution is corrupt.,
ERROR_SXS_CORRUPTION,14083,0x3703,The application isolation metadata for this process or thread has become corrupt.,
ERROR_SXS_EARLY_DEACTIVATION,14084,0x3704,The activation context being deactivated is not the most recently activated one.,
ERROR_SXS_INVALID_DEACTIVATION,14085,0x3705,The activation context being deactivated is not active for the current thread of execution.,
ERROR_SXS_MULTIPLE_DEACTIVATION,14086,0x3706,The activation context being deactivated has already been deactivated.,
ERROR_SXS_PROCESS_TERMINATION_REQUESTED,14087,0x3707,A component used by the isolation facility has requested to terminate the process.,
ERROR_SXS_RELEASE_ACTIVATION_CONTEXT,14088,0x3708,A kernel mode component is releasing a reference on an activation context.,
ERROR_SXS_SYSTEM_DEFAULT_ACTIVATION_CONTEXT_EMPTY,14089,0x3709,The activation context of system default assembly could not be generated.,
ERROR_SXS_INVALID_IDENTITY_ATTRIBUTE_VALUE,14090,0x370A,The value of an attribute in an identity is not within the legal range.,
ERROR_SXS_INVALID_IDENTITY_ATTRIBUTE_NAME,14091,0x370B,The name of an attribute in an identity is not within the legal range.,
ERROR_SXS_IDENTITY_DUPLICATE_ATTRIBUTE,14092,0x370C,An identity contains two definitions for the same attribute.,
ERROR_SXS_IDENTITY_PARSE_ERROR,14093,0x370D,"The identity string is malformed. This may be due to a trailing comma, more than two unnamed attributes, missing attribute name or missing attribute value.",
ERROR_MALFORMED_SUBSTITUTION_STRING,14094,0x370E,A string containing localized substitutable content was malformed. Either a dollar sign ($) was followed by something other than a left parenthesis or another dollar sign or an substitution's right parenthesis was not found.,
ERROR_SXS_INCORRECT_PUBLIC_KEY_TOKEN,14095,0x370F,The public key token does not correspond to the public key specified.,
ERROR_UNMAPPED_SUBSTITUTION_STRING,14096,0x3710,A substitution string had no mapping.,
ERROR_SXS_ASSEMBLY_NOT_LOCKED,14097,0x3711,The component must be locked before making the request.,
ERROR_SXS_COMPONENT_STORE_CORRUPT,14098,0x3712,The component store has been corrupted.,
ERROR_ADVANCED_INSTALLER_FAILED,14099,0x3713,An advanced installer failed during setup or servicing.,
ERROR_XML_ENCODING_MISMATCH,14100,0x3714,The character encoding in the XML declaration did not match the encoding used in the document.,
ERROR_SXS_MANIFEST_IDENTITY_SAME_BUT_CONTENTS_DIFFERENT,14101,0x3715,The identities of the manifests are identical but their contents are different.,
ERROR_SXS_IDENTITIES_DIFFERENT,14102,0x3716,The component identities are different.,
ERROR_SXS_ASSEMBLY_IS_NOT_A_DEPLOYMENT,14103,0x3717,The assembly is not a deployment.,
ERROR_SXS_FILE_NOT_PART_OF_ASSEMBLY,14104,0x3718,The file is not a part of the assembly.,
ERROR_SXS_MANIFEST_TOO_BIG,14105,0x3719,The size of the manifest exceeds the maximum allowed.,
ERROR_SXS_SETTING_NOT_REGISTERED,14106,0x371A,The setting is not registered.,
ERROR_SXS_TRANSACTION_CLOSURE_INCOMPLETE,14107,0x371B,One or more required members of the transaction are not present.,
ERROR_SMI_PRIMITIVE_INSTALLER_FAILED,14108,0x371C,The SMI primitive installer failed during setup or servicing.,
ERROR_GENERIC_COMMAND_FAILED,14109,0x371D,A generic command executable returned a result that indicates failure.,
ERROR_SXS_FILE_HASH_MISSING,14110,0x371E,A component is missing file verification information in its manifest.,
ERROR_EVT_INVALID_CHANNEL_PATH,15000,0x3A98,The specified channel path is invalid.,
ERROR_EVT_INVALID_QUERY,15001,0x3A99,The specified query is invalid.,
ERROR_EVT_PUBLISHER_METADATA_NOT_FOUND,15002,0x3A9A,The publisher metadata cannot be found in the resource.,
ERROR_EVT_EVENT_TEMPLATE_NOT_FOUND,15003,0x3A9B,The template for an event definition cannot be found in the resource (error = %1).,
ERROR_EVT_INVALID_PUBLISHER_NAME,15004,0x3A9C,The specified publisher name is invalid.,
ERROR_EVT_INVALID_EVENT_DATA,15005,0x3A9D,The event data raised by the publisher is not compatible with the event template definition in the publisher's manifest.,
ERROR_EVT_CHANNEL_NOT_FOUND,15007,0x3A9F,The specified channel could not be found. Check channel configuration.,
ERROR_EVT_MALFORMED_XML_TEXT,15008,0x3AA0,The specified xml text was not well-formed. See Extended Error for more details.,
ERROR_EVT_SUBSCRIPTION_TO_DIRECT_CHANNEL,15009,0x3AA1,The caller is trying to subscribe to a direct channel which is not allowed. The events for a direct channel go directly to a logfile and cannot be subscribed to.,
ERROR_EVT_CONFIGURATION_ERROR,15010,0x3AA2,Configuration error.,
ERROR_EVT_QUERY_RESULT_STALE,15011,0x3AA3,The query result is stale / invalid. This may be due to the log being cleared or rolling over after the query result was created. Users should handle this code by releasing the query result object and reissuing the query.,
ERROR_EVT_QUERY_RESULT_INVALID_POSITION,15012,0x3AA4,Query result is currently at an invalid position.,
ERROR_EVT_NON_VALIDATING_MSXML,15013,0x3AA5,Registered MSXML doesn't support validation.,
ERROR_EVT_FILTER_ALREADYSCOPED,15014,0x3AA6,An expression can only be followed by a change of scope operation if it itself evaluates to a node set and is not already part of some other change of scope operation.,
